#,hospital_id,name,address,contact_url,contact_number,apogee,apogee_elite
403,1776089862947,비앤비의원,"서울특별시 종로구 지봉로 43, 4층 (창신동)",http://www.bnbclinic.co.kr/,02-762-7588,X,X
405,1776089862955,비엘티의원,"서울특별시 중구 장충단로 263, 밀리오레상가건물 13층 4호 (을지로6가)",http://www.bltclinic.co.kr/,02-3393-1293,X,X
407,1776089862960,비원클리닉의원,"서울특별시 마포구 양화로 125, 경남관광빌딩 6층 (서교동)",https://hd.benme.net/ps/index.php,02-337-7747,X,X
415,1776089862979,뽀얀피부과의원,"서울특별시 종로구 종로 128, 5층 (종로3가, 화영빌딩)",http://www.poyan.co.kr/,02-2273-5118,X,X
416,1776089862983,쁨글로벌의원,"서울특별시 마포구 양화로 140, 4층, 11층 (동교동)",http://www.ppeum6.com/,02-322-3366,X,X
417,1776089862985,쁨글로벌의원,"서울특별시 중구 남대문로 84, 3~5층 (남대문로2가)",https://www.ppeum16.com/new/main/main.php?,02-752-8887,X,X
418,1776089862987,사계절예쁨의원,"서울특별시 강북구 도봉로 30, 에코피아빌딩 6층 601~603호 (미아동)",http://allseasons4.kr/,02-980-2825,X,X
423,1776089862998,산소의원,"서울특별시 종로구 수표로 105, 3층 (종로2가, 육의전빌딩)",http://www.sansoclinic.co.kr,02-733-7343,X,X
424,1776089863000,산타클로스의원,"서울특별시 송파구 백제고분로 365, 태문빌딩 7층 (석촌동)",https://santaps.co.kr/,02-422-1225,X,X
439,1776089863031,상봉비브톤의원,"서울특별시 중랑구 면목로 492, 주연빌딩 5층 (상봉동)",https://sb.vivtone.kr/,02-433-7969,X,X
443,1776089863041,새하얀피부과의원,"서울특별시 은평구 은평로 200-1, 4층 (응암동, 삼영빌딩)",http://www.whitskin.com,02-353-5600,X,X
445,1776089863044,샤이니의원,"서울특별시 성동구 마조로 47, 양광빌딩 3,4층 (행당동)",http://www.shinyclinic.co.kr/,02-2282-7175,X,X
446,1776089863045,샤인더마의원,"서울특별시 성동구 왕십리로 331, 공영빌딩 4층 (하왕십리동)",https://shinederma.com/,02-6951-1870,X,X
448,1776089863048,샤인빔의원,"서울특별시 노원구 노해로 460, 현대증권빌딩 (상계동)",https://nowon.shinebeam.co.kr/,1544-0154,O,X
449,1776089863049,샤인빔의원,"서울특별시 마포구 양화로 151, 5층, 6층, 7층 (동교동)",https://hongdae.shinebeam.co.kr/,02-1544-5598,O,X
450,1776089863054,샤인의원,"서울특별시 마포구 월드컵북로 434, 207호 (상암동, 상암아이티타워)",http://hyunskin.net/,6922-2003,X,X
452,1776089863056,샤인의원,"서울특별시 강북구 숭인로 63, 송원빌딩 4층 (미아동)",https://shineclinic.kr/,02-989-7654,X,X
453,1776089863062,서아송피부과의원,"서울특별시 송파구 올림픽로 106, 6층 (잠실동, 상록빌딩)",http://www.sasclinic.com/,02-425-3133,X,X
455,1776089863067,서울경희365의원,"서울특별시 양천구 목동동로 293, 현대41타워 2층 204호 (목동)",https://mokdongkh365.medisay.co.kr/,02-6941-1310,X,X
458,1776089863080,서울라인성형외과의원,"서울특별시 동대문구 천호대로 295, 2층 (답십리동)",http://www.seoulline.com,02-2214-8001,X,X
460,1776089863088,서울미라클의원,"서울특별시 양천구 중앙로 232, 2,3,4층 (신정동)",http://www.seoulmiracle.kr/,02-6952-7503,X,X
461,1776089863090,서울베데스다의원,"서울특별시 송파구 백제고분로 283, 지하1,2~7층 (석촌동)",http://www.bdclinic.com/,02-6978-9299,X,X
462,1776089863093,서울봄연합의원,"서울특별시 강북구 삼양로 579, 화성빌딩 2~4층 (우이동)",https://www.seoulbom.com/,02-907-0304,X,X
465,1776089863097,서울새로운피부과의원,"서울특별시 양천구 오목로 279, 현대프라자 4층 401,407호 (목동)",https://denovo.kr/,02-6956-1367,X,X
467,1776089863099,서울숲정의원,"서울특별시 성동구 고산자로2길 67, 서울숲리버뷰자이 상가1동 1202호, 1203일부호 (행당동)",https://seoulforestjungfm.modoo.at/,02-2294-6990,X,X
468,1776089863100,서울스마트본의원,"서울특별시 송파구 오금로 396, 2층 203~204,208호 (가락동, 에스케이허브파크)",http://www.seoulsmartbon.com/,02-6473-1004,X,X
469,1776089863104,서울아트피부과의원,"서울특별시 동대문구 휘경로 6, 사이버한국외국어대학교 제2교사 4층 (이문동)",https://seoulartclinic.modoo.at,02-966-1357,X,X
470,1776089863114,서울연세의원,"서울특별시 동대문구 이문로 188, 2,3층 (이문동)",http://m.xn--2i4b2bx4r3ward78a.com/,02-966-1612,X,X
474,1776089863120,서울올업피부과의원,"서울특별시 성동구 아차산로 92, S TOWER 10층 (성수동2가)",http://www.allup.kr/,02-466-3669,X,X
476,1776089863125,서울의원,"서울특별시 강북구 도봉로 324, 11층 (번동, 글로리타워)",http://www.seoulkim.co.kr,02-997-4890,X,X
481,1776089863134,서울중앙의료의원,"서울특별시 중구 소공로 70, 서울중앙우체국청사 지하3층 (충무로1가)",http://www.scc-health.com,02-6450-5500,X,X
484,1776089863137,서울진피부과의원,"서울특별시 노원구 동일로 1402, 3층 (상계동, 기업빌딩)",http://www.jinskin.net/,02-931-7075,X,X
491,1776089863150,서울힐링의원,"서울특별시 종로구 종로 193, 세진빌딩 5층 (종로4가)",https://seoulhealing.modoo.at/,02-6925-1119,X,X
492,1776089863157,서피부과의원,"서울특별시 마포구 양화로 128, (서교동)",http://www.seoderma.co.kr/,02-334-2898,X,X
494,1776089863163,설피부과의원,"서울특별시 양천구 오목로 300, 206동 3층 309호 (목동, 현대하이페리온2)",http://www.seolskin.com/index.asp,2646-7577,X,X
496,1776089863170,성수멜팅의원,"서울특별시 성동구 아차산로 113, 삼진빌딩 4층 403호 (성수동2가)",https://www.meltingclinic.com/,02-468-7179,X,X
501,1776089863178,세가지소원의원 명동점,"서울특별시 중구 명동8가길 33, 3층 (충무로2가)",https://twmyeongdong.com/,02-778-2500,X,X
502,1776089863185,세린의원,"서울특별시 성동구 아차산로 122, 백석빌딩 4층 (성수동2가)",https://sereneclinic.kr/,02-499-9956,,
505,1776089863197,센스피부과의원,"서울특별시 송파구 올림픽로35길 112, 5층 (신천동, 장미상가B동)",http://www.senseclinic.com/,02-414-0058,,
506,1776089863205,셀로디피부과의원 동대문점,"서울특별시 동대문구 이문로 120, 아이파크자이상가 3층 B301,302,303,304,305호 (이문동)",https://ddm.cellodyskin.com/,02-963-5575,,
507,1776089863211,셀린의원,"서울특별시 은평구 연서로 214, 2층 (대조동)",http://www.cellinclinic.com/,02-355-7474,,
508,1776089863212,셀린의원,"서울특별시 노원구 노해로 447, 태웅빌딩 4층 (상계동)",https://www.cellinclinic11.com,1588-0564,,
509,1776089863214,셀린의원,"서울특별시 송파구 올림픽로 111, 4층 401~404호 (잠실동)",https://www.cellinclinic13.com/,02-6949-3663,,
510,1776089863215,셀린의원,"서울특별시 마포구 양화로 162, 15층 (동교동)",https://www.cellinclinic4.com,02-2039-6155,,
511,1776089863216,셀린의원명동점,"서울특별시 중구 남대문로7길 16, 소공 한국빌딩 1층 (소공동)",https://www.cellinclinic8.com,02-3789-0824,,
517,1776089863229,소솜피부과의원,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 4층 (신천동)",http://www.119som.com,02-420-3234,,
519,1776089863235,소중한나의원,"서울특별시 중구 서소문로 120, ENA Center 503호 (서소문동)",http://www.valuable-me.com,318-5036,,
529,1776089863254,수유바로본의원,"서울특별시 강북구 도봉로 308, 북한산스카이빌딩 4층 (번동)",https://www.suyubarobone.co.kr,02-991-7511,,
533,1776089863265,숲피부과의원,"서울특별시 중랑구 망우로 218, 7층 (상봉동)",https://www.soopdermatology.com/,02-435-7524,,
534,1776089863271,스노우의원,"서울특별시 노원구 노해로 459, 메가빌딩 5층 (상계동)",https://nowon-snow.co.kr/,02-2038-9228,,
535,1776089863274,스누피부과의원,"서울특별시 성동구 아차산로 42, 정명빌딩 7,8층 (성수동1가)",https://www.snuderm.com/,02-499-6008,,
537,1776089863287,스타일미의원,"서울특별시 동작구 보라매로5가길 16, 510호 (신대방동, 보라매아카데미타워)",http://www.stylemeclinic.co.kr/,02-832-9359,,
538,1776089863294,스페이스피부과의원,"서울특별시 성동구 독서당로 202, 2층 203호,204호 (옥수동)",http://www.spacederma.co.kr,02-2298-8280,,
539,1776089863298,슬림영의원,"서울특별시 중구 명동8나길 9, 명동근린생활시설 4층 (충무로1가)",https://slimyoung.co.kr/new2023/,02-318-2350,,
552,1776089863343,써밋의원,"서울특별시 중구 세종대로22길 12, 뉴국제호텔 3층 (태평로1가)",https://www.summitclinic.co.kr/,02-739-0119,,
554,1776089863348,씨앤피차앤박피부과의원,"서울특별시 중구 퇴계로 141-7, 뉴서울빌딩 3층 (충무로2가)",http://www.cnpskin.com,777-2488,,
555,1776089863349,아가파의원,"서울특별시 강북구 도봉로 190, 2층 (미아동, 비전빌딩)",http://www.agafarclinic.com/clinic/mia/index.html,987-9981,,
556,1776089863351,아나파의원,"서울특별시 중랑구 동일로109길 49, 2층 (면목동)",http://www.sooyoo.co.kr,02-496-7579,,
557,1776089863355,아란의원,"서울특별시 용산구 독서당로 71, 5층 (한남동)",https://www.aranclinic.co.kr/,02-3785-3690,,
558,1776089863356,아로하피부과의원,"서울특별시 마포구 신촌로 262, 아르띠타워 가동 5층 501호 (아현동)",https://alohaskin.co.kr/,02-6952-4880,,
559,1776089863363,아르스킨의원,"서울특별시 마포구 양화로 164, 동덕타워 5층 (동교동)",https://arskinclinic.co.kr/,02-3143-7767,,
560,1776089863368,아름다운나라피부과의원,"서울특별시 중구 명동8나길 6, 4층 (충무로1가)",http://www.globalanacli.co.kr,02-755-2105,,
561,1776089863369,아름다운미탐의원,"서울특별시 중구 퇴계로 123, 8층 810호 (충무로2가, 하이헤리엇)",http://www.mitam.co.kr,02-3789-1110,,
563,1776089863372,아름다움을써내려가다에피소드의원,"서울특별시 송파구 올림픽로 336, 대우유토피아오피스텔 301호 (방이동)",https://www.episode.clinic/,02-425-2411,,
566,1776089863382,아벨피부과의원,"서울특별시 은평구 진관2로 15-46, 메트로프라자 5, 6층 504, 602호 (진관동)",http://www.abelskin.com/,02-3474-7779,,
567,1776089863384,아비쥬의원,"서울특별시 중구 남대문로 78, 타임워크명동빌딩 지하1층 (명동1가)",http://www.wynnclinic.com,1544-0377,,
568,1776089863386,아비쥬의원,"서울특별시 마포구 양화로 147, 아일렉스 3층 (동교동)",https://abijouclinichd.com/,070-4708-2482,,
569,1776089863387,아비쥬의원,"서울특별시 동대문구 왕산로 214, 청량리역,롯데백화점 7~8층 (전농동)",https://abijouclinic.com/,1544-0377,,
570,1776089863389,아비쥬의원,"서울특별시 양천구 목동로 234, 경원빌딩 2층 (목동)",https://abijouclinic-md.com/,02-2603-0377,,
571,1776089863390,아비쥬의원,"서울특별시 노원구 동일로 1417, 삼양빌딩 2층·5층·6층 (상계동)",https://abijouclinicnw.com/,02-1544-0377,,
572,1776089863393,아비쥬의원,"서울특별시 송파구 올림픽로 96, 동신빌딩 6,7층 (잠실동)",https://abijouclinicsh.com/,1544-0377,,
577,1776089863411,아이브랩의원,"서울특별시 성동구 성수이로 89, MG빌딩 9층 (성수동2가)",https://ivelab.kr,070-4755-9779,,
582,1776089863422,아이피부과의원,"서울특별시 양천구 목동동로 63, (신정동, 대영프라자)",http://whiteipl.com,02-2647-7588,,
588,1776089863464,앤봄의원,"서울특별시 마포구 양화로 162, 좋은사람들 빌딩 701호 (동교동)",https://kr.nbomclinic.com/,02-6952-0147,,
591,1776089863476,어뉴(Anew)의원,"서울특별시 중구 무교로 12, 7층 (무교동, 정오빌딩)",https://anewskin.kr/,02-755-1010,,
596,1776089863495,에비아의원,"서울특별시 중구 명동8가길 11, 이화빌딩(명동) A동 4층 (충무로2가)",https://eviaclinic.com,02-776-7779,,
597,1776089863501,에스리본의원,"서울특별시 마포구 양화로 162, 좋은사람들 빌딩 8층 (동교동)",https://www.s-reborn.com,02-1833-5881,,
599,1776089863509,에스앤유피부과의원,"서울특별시 종로구 종로12길 15, (관철동)",http://www.jongrosnu.com,02-720-7582,,
600,1776089863510,에스앤유피부과의원,"서울특별시 마포구 백범로 178, 2층 A203(일부),204,B202~204(일부)호 (공덕동)",http://www.allskin.co.kr/,02-706-5252,X,X
607,1776089863562,엔트리의원,"서울특별시 중랑구 동일로 786, 2층 (중화동)",http://www.entrymedical.co.kr,02-433-7510,,
608,1776089863567,엘리엇의원,"서울특별시 용산구 이태원로 186, 6층 (이태원동)",http://www.elliotclinic.com/,02-2135-2233,,
614,1776089863581,엠제이(MJ)올피부과의원,"서울특별시 중구 명동8가길 27, 5층 1호 (충무로2가, 선샤인빌딩)",http://www.beautyforever.co.kr,02-777-8275,X,X
623,1776089863612,연세늘봄피부과의원,"서울특별시 도봉구 도봉로 669, 이정빌딩 3층 302호 (방학동)",http://xn--vb0bj0iy4jgoav2mcpik12a.kr/,02-955-9923,,
624,1776089863613,연세다인의원,"서울특별시 동대문구 사가정로 148, 제138동 310-1, 310-2호 (전농동, 전농 SK아파트)",http://dainmc.co.kr,02-2245-7572,,
625,1776089863616,연세동안의원,"서울특별시 마포구 도화길 10, 4층 (도화동)",http://www.vipclinic.co.kr,02-707-1023,,
627,1776089863622,연세로의료의원,"서울특별시 종로구 삼봉로 57, 호수빌딩 3,4,7,8층 (수송동)",http://www.yonseiroclinic.com/,02-6954-0903,,
628,1776089863629,연세마이뷰의원,"서울특별시 동작구 사당로 301, 3층 (사당동)",http://www.mybeauti.co.kr/,02-532-3322,,
630,1776089863631,연세메디노블의원,"서울특별시 용산구 서빙고로 69, 24,26호 (용산동5가, 파크타워아파트)",http://www.medinoble.com,790-2175,,
633,1776089863655,연세사랑의원,"서울특별시 은평구 응암로22길 28-6, 3층 (응암동)",http://cafe.daum.net/pelvicalignment,02-375-7585,,
640,1776089863671,연세신효선성형외과의원,"서울특별시 강북구 도봉로 358, 코스타타워 3층 303호 (번동)",http://www.yonseiclinic.net/,02-905-0690,,
643,1776089863676,연세애드미피부과의원,"서울특별시 도봉구 도봉로 496, 201호 (창동)",http://www.addbeauty.co.kr,02-906-1400,,
644,1776089863678,연세에스웰피부과의원,"서울특별시 종로구 종로 19, 404호 (종로1가, 르메이에르종로타운1)",http://www.swellskin.com/,02-2075-7500,,
645,1776089863680,연세에이앤비피부과의원,"서울특별시 송파구 백제고분로 365, 태문빌딩 3층 (석촌동)",https://www.anbskin.com,02-417-7500,,
651,1776089863687,연세예일의원,"서울특별시 은평구 서오릉로 138, 2층 (대조동)",http://www.ysyale.com/,02-357-6867,,
655,1776089863694,연세위더스의원,"서울특별시 마포구 양화로 178, 11층 (동교동, 목화빌딩)",http://www.wusclinic.co.kr/,02-323-1194,,
660,1776089863704,연세조이의원,"서울특별시 중랑구 면목로 305, 4층 (면목동)",http://www.joyclinic.co.kr,02-495-7775,,
661,1776089863705,연세조이의원,"서울특별시 동작구 상도로 81, 302호 (대방동)",http://www.joyclinic.co.kr,02-816-8300,,
662,1776089863706,연세지움피부과의원,"서울특별시 마포구 서강로 144, 9층 902호 (노고산동)",http://www.ziumskin.com/,02-333-0606,,
665,1776089863710,연세캔버스피부과의원,"서울특별시 송파구 석촌호수로 156, 삼전동썬프라자 3층 (삼전동)",http://yscanvas.com,02-423-9303,,
669,1776089863718,연세팜스의원,"서울특별시 은평구 통일로 767, 2층 226,227호 (대조동, 베르디움STAY1)",http://www.yonseinetwork.com/eunpyeng/index01.html,02-387-2755,,
670,1776089863719,연세플러스의원,"서울특별시 마포구 마포대로 68, (도화동, 아크로타워 307, 308호)",http://ysplusclinic.com/,02-719-6277,,
675,1776089863727,연세희망피부과의원,"서울특별시 송파구 송파대로 167, A동 2층 213호 (문정동, 문정역테라타워)",http://www.heeskin.com/,02-406-0997,,
677,1776089863729,연세힐피부과의원,"서울특별시 송파구 올림픽로 145, (잠실동, 리센츠상가 3층 27-2호, 28호호)",http://www.healskin.co.kr,02-423-5151,,
678,1776089863730,연신내 닥터에버스의원,"서울특별시 은평구 통일로 861, 범일빌딩 7층 (갈현동)",https://evers32.co.kr/,02-2135-4755,,
679,1776089863731,연신내메이퓨어의원,"서울특별시 은평구 통일로 856, 메트로타워 304호 (불광동)",https://maypure.co.kr/,389-9980,,
689,1776089863749,예미고피부과의원,"서울특별시 송파구 올림픽로 119, (잠실동, 파인애플상가 4B-25)",http://www.yemigo.co.kr/,02-425-0044,,
691,1776089863753,예쁜나의원,"서울특별시 동대문구 왕산로 185, 2층 (청량리동)",https://yeppeunna.com/,02-969-8875,,
692,1776089863758,예쁨주의쁨의원,"서울특별시 노원구 동일로 1405, 국민은행노원지점 6층 (상계동)",http://www.ppeum22.com/,02-518-5020,,
694,1776089863763,예솜의원,"서울특별시 송파구 올림픽로 145, (잠실동, 리센츠)",http://www.yesomclinic.co.kr,02-3426-2575,,
697,1776089863770,예안피부과의원,"서울특별시 송파구 오금로 91, 태원빌딩 2층 (방이동)",https://yeanskin.com/,02-424-4242,,
698,1776089863773,예인피부과의원,"서울특별시 양천구 목동동로 379, (목동, 광장상가)",http://yeinskin-md.com/,2643-4476,,
702,1776089863788,오가나셀 피부과의원 동대문점,"서울특별시 동대문구 답십리로 9, 2, 3층 (전농동)",https://oganaskinddm.com/,02-2038-3275,,
703,1776089863790,오가나셀피부과의원,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 11층 일부호 (신천동)",https://oganaskinjamsil.com/,02-6959-5955,,
704,1776089863800,오라클성형외과의원,"서울특별시 동대문구 장한로 119, 3층 318~320호 (장안동, 장안삼성쉐르빌)",http://www.oracleclinic.com/,02-2244-7575,,
705,1776089863802,오라클피부과의원,"서울특별시 은평구 통일로 861, 5층 (갈현동)",http://www.oracleclinic.com/,02-352-2100,,
706,1776089863803,오라클피부과의원,"서울특별시 송파구 백제고분로7길 53, AW TOWER 13층 (잠실동)",https://oraclejs.com/,02-416-2750,,
707,1776089863807,오로지의원,"서울특별시 마포구 월드컵로 79, 유용빌딩 2층 (망원동)",https://www.ohrosie.co.kr/,02-323-8900,,
708,1776089863808,오롯의원,"서울특별시 동작구 서달로 150, 2층 216호 (흑석동, 이랜드해가든)",https://orotclinic.kr/,02-2088-5552,,
709,1776089863809,오르다피부과의원,"서울특별시 마포구 마포대로 208, 효성인텔리안 2층 201호, 202호 (아현동)",https://ordaderma.com/,02-363-8884,,
710,1776089863813,오마스의원,"서울특별시 양천구 오목로 311, 5층 (목동)",https://ohmyskin.clinic/,02-6951-1525,,
712,1776089863818,오블리주의원,"서울특별시 마포구 양화로 165, 상진빌딩 11(일부)층 (동교동)",https://ohvelyjoo.com/,02-393-5541,,
713,1776089863823,오아로피부과의원,"서울특별시 노원구 노해로 507, 4층 4001~4054,4056~4156,4159~4164호 (상계동, 와우쇼핑몰)",https://oaroskin.com/,02-930-1500,,
714,1776089863825,오아로피부과의원,"서울특별시 동작구 사당로 300, 217~220호 (사당동, 이수자이)",http://www.oaro.co.kr,02-6951-0370,,
715,1776089863826,오아로피부과의원 청량리,"서울특별시 동대문구 왕산로 200, 5층 519-525호 (전농동)",http://oarocnn.com,02-967-1064,,
716,1776089863831,오용섭피부과의원,"서울특별시 양천구 중앙로 275, (신정동)",http://www.dermatopia.co.kr/,02-2693-7582,,
720,1776089863849,온오프피부과의원,"서울특별시 송파구 송파대로 141, 르피에드 문정 3층 301호 (문정동)",https://onoffskin.imweb.me/,02-6949-0004,,
721,1776089863859,올의원,"서울특별시 중구 퇴계로 132, LK빌딩 3,4층 (남산동3가)",https://www.allclinic.co.kr/,02-544-1110,,
722,1776089863864,와이디의원,"서울특별시 마포구 새창로 11, (도화동)",https://www.ydskinclinic.com/,02-6941-0120,,
723,1776089863866,와이즈유의원,"서울특별시 중구 명동8가길 52, 3층 (충무로2가)",https://wiseyouclinic.com/,02-777-0528,,
724,1776089863869,왕십리닥터쁘띠의원,"서울특별시 성동구 왕십리로 320, W에비뉴타워 2층 203호 (도선동)",https://wangsimni.doctorpetit.com/,02-2297-1175,,
725,1776089863870,왕십리밴스의원,"서울특별시 성동구 왕십리로 333, 유성빌딩 5층 (하왕십리동)",https://wangsimni.vandsclinic.co.kr/,02-6956-0521,,
735,1776089863883,우리맑은의원,"서울특별시 강북구 도봉로 196-0, (미아동, 삼화빌딩 9층)",http://www.wooriskin.com/,02-987-7711,,
740,1776089863892,우리의원,"서울특별시 노원구 상계로27길 7, 중앙빌딩 2·3·4층 (상계동)",http://www.woori-clinic.co.kr/,02-3392-7575,,
741,1776089863895,우미의원,"서울특별시 중구 명동7길 13, 명동증권빌딩 2층 (명동1가)",https://umi-clinic.com/,02-778-0188,,
745,1776089863903,우태하피부과의원 동대문점,"서울특별시 동대문구 왕산로 151, 왕산빌딩 3층 (제기동)",http://skinddm.com/,02-966-3141,,
746,1776089863904,우태하한승경피부과의원,"서울특별시 용산구 한강대로 312, (갈월동, 하나은행, 우태하피부과, 서울약국)",http://www.wooskin.co.kr/2014_wooskin/,02-754-2590,,
747,1776089863906,웃는세상의원,"서울특별시 중랑구 망우로 203, 215,216호 (중화동, 중화동주상복합)",http://www.smile-clinic.co.kr/,02-493-0101,,
752,1776089863929,위즈앤미의원,"서울특별시 중구 명동7길 21, 401,402,403호 (을지로2가, 명동아르누보센팀)",http://www.wiznmi.com,02-777-0900,,
754,1776089863937,유드림의원,"서울특별시 은평구 통일로 856, 10층 10018호 (불광동, 메트로타워)",http://udreamclinic.com/,02-383-7788,,
755,1776089863942,유리에성형외과의원,"서울특별시 마포구 양화로 165, 12층 1202호 (동교동)",http://www.yurieps.com,02-6956-6279,,
759,1776089863953,유앤미의원,"서울특별시 마포구 양화로 165, 상진빌딩 14층 (동교동)",https://hdyounme.com/,02-332-7893,,
760,1776089863956,유앤아이의원,"서울특별시 송파구 올림픽로 240, 롯데월드 웰빙센터동 3층 1호 (잠실동)",https://www.jsuni114.co.kr/,02-425-6020,,
761,1776089863958,유앤아이의원,"서울특별시 마포구 양화로 162, 5층 (동교동)",https://www.scuni114.co.kr/,02-364-6020,,
762,1776089863962,유앤아이의원,"서울특별시 양천구 목동서로 161, 2층 202,203호 (목동)",https://www.mokuni114.co.kr/,02-6953-0088,,
763,1776089863963,유앤아이의원,"서울특별시 도봉구 마들로11길 51, 4층 (창동)",https://www.cduni114.co.kr/,02-6956-0020,,
764,1776089863965,유앤아이의원명동점,"서울특별시 중구 남대문로 78, 타임워크명동빌딩 3층 301호 (명동1가)",https://www.mduni114.co.kr/,02-6956-6021,,
765,1776089863966,유앤아이피부과의원,"서울특별시 성동구 왕십리로 315, 한동타워 2,3층 (행당동)",https://www.wsnuni114.co.kr/,02-2295-6020,,
766,1776089863967,유앤영피부과의원,"서울특별시 노원구 노해로 480, 8층 (상계동, 조광빌딩)",https://youryoungskin.com/,930-8288,,
767,1776089863968,유앤영피부과의원,"서울특별시 중구 퇴계로 120, 3층 (남산동1가)",https://youryoungskin.com/,02-318-7533,,
770,1776089863977,유온느의원,"서울특별시 마포구 신촌로 92, 신촌카리스빌딩 9층 (노고산동)",https://uonneclinic.co.kr/,02-332-6560,,
772,1776089863990,유픽의원,"서울특별시 마포구 양화로 140, 9층 (동교동)",https://hd.upicclinic.com/,02-6387-1776,,
773,1776089863991,유픽의원,"서울특별시 중구 명동길 14, Noon Square 5층 (명동2가)",https://md.upicclinic.com/,02-6013-9999,,
775,1776089863994,윤스피부과의원,"서울특별시 송파구 동남로 141, 3층 (가락동, 옥산빌딩)",http://www.yoonskin.co.kr/,02-407-1227,,
779,1776089864000,은평아이디의원,"서울특별시 은평구 통일로 869, 서연빌딩 5층 (갈현동)",https://ep.idclinic.co.kr,02-6959-3400,,
780,1776089864001,은평우태하피부과의원,"서울특별시 은평구 연서로 246, 타워크리닉 501,601호 (불광동)",http://epskin.com/,02-352-1675,,
785,1776089864008,의료법인삼성의료재단 강북삼성태평로의원,"서울특별시 중구 세종대로 67, 3층, 지하1,2층 (태평로2가)",https://health.kbsmc.co.kr,02-2001-1140,,
786,1776089864010,의료법인하나로의료재단하나로의원,"서울특별시 종로구 종로 33, 그랑서울 501,502,503호 (청진동)",https://www.hanaromf.com/,02-732-3030,,
788,1776089864012,이가정의원,"서울특별시 중구 퇴계로 447, 3층 307,308,309호 (황학동, 황학 아크로타워)",http://www.leegajeong.co.kr/,2231-5705,,
789,1776089864016,이길주피부과의원,"서울특별시 송파구 중대로 80, 3층 (문정동, 문정프라자)",http://www.hanacli.com/,02-430-6692,,
791,1776089864022,이레피부과의원,"서울특별시 용산구 서빙고로 17, 판매시설동 2층 35~37호 (한강로3가)",https://jirehderma.co.kr,02-6949-3705,,
799,1776089864050,이종호의원,"서울특별시 노원구 동일로 1689, 211호 (상계동, 하이베라스)",http://www.whiteskinclinic.co.kr/,932-9366,,
802,1776089864058,이지함피부과의원,"서울특별시 마포구 신촌로 170, 201~203호 (대흥동, 이대역푸르지오시티)",http://id.ljh.co.kr/,02-706-7600,,
810,1776089864071,이화사랑피부과의원,"서울특별시 동작구 양녕로38길 2, (상도1동)",http://www.ewhaskin.co.kr/,02-824-7500,,
814,1776089864092,자라다의원,"서울특별시 성동구 광나루로 174, 3층~6층 (성수동1가)",https://jarada.kr/,02-511-6913,,
818,1776089864099,잠실고운세상피부과의원,"서울특별시 송파구 올림픽로35길 123, 2층 (신천동, 향군타워)",http://www.beautyforever.co.kr,02-3434-0800,X,X
819,1776089864100,잠실닥터에버스의원,"서울특별시 송파구 올림픽로35다길 42, 한국루터회관 6층 일부층 (신천동)",https://evers13.co.kr/,02-425-2010,,
823,1776089864104,잠실비엘에스의원,"서울특별시 송파구 석촌호수로 61, 트리지움 306호,307호 (잠실동)",http://www.pmclinic.co.kr/,02-419-1175,,
825,1776089864106,잠실애슬리의원,"서울특별시 송파구 오금로 81, 송파빌딩 15층 (방이동)",https://www.athleyclinic.com/,02-6956-0120,,
826,1776089864107,잠실에프엠의원,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 5층 13호 (잠실동)",https://fmclinic.co.kr/,02-419-0919,,
827,1776089864108,잠실예쁨주의쁨의원,"서울특별시 송파구 올림픽로 96, 동신빌딩 4층 401호 (잠실동)",https://www.ppeum27.com/,02-564-8881,,
828,1776089864109,잠실온피부과의원,"서울특별시 송파구 송파대로 562, 5층 (신천동, 웰리스타워,삼성웰리스아파트)",https://ondermatology.com/,02-6426-2848,,
831,1776089864113,재단법인 한국산업보건연구재단 서울디엠씨건강의원,"서울특별시 마포구 성암로 179, 한샘상암 15층 (상암동)",https://www.dmchc.org/,02-1522-7009,,
837,1776089864134,제너리스의원 연신내점,"서울특별시 은평구 연서로 216, 1동 3층 301호 (대조동, 대조동아트캐슬주상복합)",https://yeonsinnae.generless.com/,02-6949-5703,,
839,1776089864146,제이디의원,"서울특별시 중구 남대문로 68, 고려빌딩 6,7층 (명동2가)",http://www.truebeauty.co.kr/index.asp,02-6677-8660,,
840,1776089864147,제이스타피부과의원,"서울특별시 동작구 상도로 65, 4층 (대방동)",http://jstar.drline.net/index.asp,02-812-7535,,
841,1776089864151,제이엘피부과의원,"서울특별시 송파구 올림픽로 212, (잠실동, 갤러리아팰리스 201호)",https://jlskinclinic.com/,02-417-0075,,
842,1776089864155,제이윤피부과의원,"서울특별시 송파구 중대로 126, 7층 (가락동)",https://jyoon.co.kr/,02-6417-7100,,
843,1776089864162,제이필의원,"서울특별시 마포구 양화로 166, 미래프라자 5,7층 (동교동)",https://jfeelclinic.com/,02-533-0060,,
850,1776089864180,종로가톨릭의원,"서울특별시 종로구 종로 210, 하이뷰더광장 지하층 106~110호 (종로5가)",https://jongnocatholic.co.kr/,02-2285-5210,,
854,1776089864184,종로연세의원,"서울특별시 종로구 종로 272, 동대문종합시장 신관 7층 (종로6가)",https://jongroyonsei.com,02-745-3388,,
