175,1776089862216,더힐피부과의원,"서울특별시 송파구 올림픽로 329, 432~438호 (신천동)",https://thehealjamsil.com/,02-417-1102
177,1776089862222,데이뷰의원명동점,"서울특별시 중구 남대문로 90, 명동N빌딩 6층 (남대문로2가)",https://daybeauclinic11.com/branch/index.php,02-6325-7771
180,1776089862238,동대문닥터스피부과의원,"서울특별시 동대문구 왕산로 186, 청량리역 우남SL타워300 2층 203~216호 (전농동)",https://www.doctors365.co.kr/branch/dongdaemun.php,02-6949-1201
181,1776089862239,동대문메이퓨어의원,"서울특별시 중구 장충단로 253, 헬로우APM 10층 4,5호 (을지로6가)",https://www.maypureclinic.com/,02-2278-9990
182,1776089862240,동대문밴스의원,"서울특별시 중구 장충단로 275, 두산타워빌딩 B1층 92호 (을지로6가)",https://dongdaemun.vandsclinic.co.kr/,02-6956-0876
187,1776089862245,동안성형외과의원,"서울특별시 강북구 도봉로 38, 2층 (미아동)",https://donganps.com/,02-980-3537
190,1776089862256,드림페이스의원,"서울특별시 마포구 양화로 196, 동성빌딩 2층 (동교동)",https://dream-face.co.kr/,02-337-0057
192,1776089862268,디아브의원,"서울특별시 중구 퇴계로 109, 6층 (충무로1가)",https://diav.clinic/,02-318-1314
194,1776089862282,디오디피부과의원,"서울특별시 용산구 한강대로 95, 2층 213,214호 (한강로2가, 래미안용산)",https://dodskinys.com/,02-6925-0409
195,1776089862285,디온의원,"서울특별시 송파구 올림픽로 96, 동신빌딩 2층 202호 (잠실동)",https://theonclinic-js.com/,02-6949-3310
196,1776089862298,라두스의원,"서울특별시 노원구 덕릉로 663-6, 지하1,지상1,2층 (중계동)",https://ladouceclinic.co.kr/,02-6952-6332
197,1776089862300,라렌의원,"서울특별시 성동구 왕십리로 410, L동 208호 (하왕십리동, 센트라스)",http://lareinegroup.co.kr,02-2299-2733
198,1776089862301,라렌의원,"서울특별시 마포구 월드컵북로 396, B1005,1006,1007호 (상암동, 누리꿈스퀘어)",http://sangam.lareinegroup.co.kr/,02-305-8233
199,1776089862302,라르떼의원,"서울특별시 강북구 도봉로 320, 3층 (번동, 제이제이타워)",http://larte.kr/,02-907-3700
200,1776089862308,라마르의원,"서울특별시 동작구 동작대로 109, 5층 (사당동, 경문빌딩)",http://www.isu-lamarskin.com,02-537-8575
201,1776089862313,라미에르의원,"서울특별시 종로구 종로 19, 르메이에르종로타운1 204,205호 (종로1가)",http://www.lamiereskin.co.kr/,02-733-5775
202,1776089862314,라미체성형외과의원,"서울특별시 송파구 백제고분로7길 14, 2,4층 (잠실동, 태원빌딩)",https://lamiche-ps.com/,02-425-7070
203,1776089862315,라민의원,"서울특별시 중구 무교로 19, 더익스체인지서울몰 5층 (무교동)",https://www.lamine.co.kr/language,02-772-9770
204,1776089862325,라엘르의원,"서울특별시 용산구 한강대로 286-2, 2층 (남영동)",http://www.la-aille.com/,02-749-0126
205,1776089862326,라온피부과의원,"서울특별시 성동구 고산자로 234, 5층 5-1호 (행당동)",https://raonderma.com/,02-2299-7975
206,1776089862335,라인업의원,"서울특별시 동작구 동작대로 119, 4층 (사당동, 금성빌딩)",www.lineupclinic.co.kr/,3477-7412
208,1776089862343,라클라라의원,"서울특별시 도봉구 도봉로150다길 22, 4,5,6층 (방학동)",https://www.laclara.co.kr/,02-3493-8575
209,1776089862348,라플레르의원,"서울특별시 동대문구 왕산로32길 7, 5층 (용두동, BYC청량리오피스텔)",http://www.lafleurclinic.com/,02-960-1401
211,1776089862352,래인의원,"서울특별시 종로구 삼봉로 94, 94빌딩 205,206호 (공평동)",http://www.leinclinic.com,02-6272-4194
213,1776089862373,로바에의원,"서울특별시 마포구 양화로 165, 7층 (동교동)",https://lovaeclinic.com/?utm_source=naver&utm_medium=place,02-6951-5525
214,1776089862381,로젤의원,"서울특별시 노원구 동일로 1419, 디와이홀딩스(주)빌딩 301호 (상계동)",https://www.rozel.co.kr/,02-6956-5750
216,1776089862388,루미의원,"서울특별시 송파구 백제고분로 204, (삼전동, 5층)",https://www.lumiclinic.co.kr/,02-419-1900
217,1776089862391,루비의원,"서울특별시 중구 명동길 65, 보림빌딩 5층 (명동1가)",https://www.rubyclinic.co.kr/,774-8575
218,1776089862393,루비의원,"서울특별시 마포구 큰우물로 64, 4층 (용강동)",https://www.rubyclinic-mapo.com/,02-707-0772
220,1776089862404,룩엣미의원,"서울특별시 송파구 송파대로 155, NH송파농협 3층 (문정동)",https://www.lookatmemj.com/,02-443-1170
222,1776089862411,르미엘성형외과의원,"서울특별시 종로구 종로 120, 동영타워 3층 일부호 (종로3가)",http://lemielps.com/,02-1800-8204
223,1776089862412,르비브의원,"서울특별시 동작구 동작대로 83, 헤라피스빌딩 2층 (사당동)",https://reviv.kr/,02-585-7588
225,1776089862418,리나인의원,"서울특별시 중구 소공로 116, 서울센타빌딩 2층 (소공동)",https://www.renine.kr/,02-318-7379
226,1776089862421,리뉴미피부과의원,"서울특별시 중구 을지로 251, 을지회관 2층 203호 (을지로6가)",http://www.rnmeskin.com,02-2275-5085
227,1776089862424,리뉴미피부과의원,"서울특별시 송파구 올림픽로 114, 서경빌딩 9층 (잠실동)",https://www.rnmeskin.com/medical/medical_0605.htm?numb=1,02-413-2303
228,1776089862427,리뉴피부과의원,"서울특별시 동작구 상도로 246, 더라함 3층 (상도동)",http://renewskin.co.kr/,02-813-8111
230,1776089862430,리더스피부과의원,"서울특별시 양천구 목동동로 257, B1층 (목동, 현대하이페리온)",http://www.beautyleader.co.kr,02-2163-3973
232,1776089862438,리멤버피부과의원,"서울특별시 노원구 동일로 1380, 상계동 국민은행 5층 (상계동)",https://rememberno1.com,02-936-8253
233,1776089862439,리멤버피부과의원,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 5층 508,509호 (신천동)",https://rememberjs.com/,02-420-8877
234,1776089862441,리멤버피부과의원,"서울특별시 중구 다산로 128-1, 5층 (신당동)","http://rememberys.com
",02-2234-7575
235,1776089862444,리버스의원,"서울특별시 마포구 양화로 165, 상진빌딩 13층 (동교동)",http://www.reverseclinic.com/,02-1544-0890
236,1776089862445,리버스의원,"서울특별시 노원구 상계로 70, 화랑빌딩 6층 (상계동)",http://nw.reverseclinic.com,070-4323-5541
237,1776089862446,리버스의원,"서울특별시 중구 명동길 26, 유네스코회관 8층 (명동2가)",http://md.reverseclinic.com,1544-0890
238,1776089862449,리베리의원,"서울특별시 마포구 월드컵로 200, SJ라벨라상암 11층 (성산동)",https://mp.reberryclinic.com/bfaf.do,02-2039-3777
239,1776089862451,리본의원,"서울특별시 동작구 상도로 93, 3층 (상도동)",http://reborncorea.com/,02-6964-8575
240,1776089862468,리엔장의원,"서울특별시 중구 명동길 14, Noon Square 5층 (명동2가)","https://intro.lienjang.net/re/Tzwcvu
",02-3789-3625
241,1776089862469,리엔장의원,"서울특별시 마포구 양화로18길 3, 삼양세븐스프링스 4층,6층 (동교동)",https://intro.lienjang.net/re/Vzqfek,02-333-3625
242,1776089862470,리엔장의원,"서울특별시 양천구 오목로 325, 대학빌딩 2층 203, 204호 (목동)",https://intro.lienjang.net/re/Tjwjyk,2651-3625
243,1776089862471,리엘르의원,"서울특별시 마포구 양화로 162, 좋은사람들 빌딩 1301호 (동교동)",http://www.re-ele.com,02-2088-2087
244,1776089862472,리엘르의원,"서울특별시 중구 명동길 14, Noon Square 5층 (명동2가)",https://md.re-ele.com/,02-3789-2086
245,1776089862476,리영의원,"서울특별시 송파구 위례성대로 6, (방이동, 현대토픽스 3층 301호)",http://www.reyoung.co.kr,02-421-5550
246,1776089862484,리윤피부과의원,"서울특별시 송파구 양재대로 1164, 홍일빌딩 502호,503호 (오금동)",http://www.leeyoonskin.com/,02-443-8575
247,1776089862486,리의원,"서울특별시 용산구 한남대로20길 21-18, 4층 (한남동)",http://www.reclinic.co.kr/,02-526-9494
248,1776089862492,리즈온의원홍대점,"서울특별시 마포구 홍익로 25, 5층 (서교동)",http://hongdae.lizonclinics.co.kr,02-335-3522
250,1776089862494,리진의원,"서울특별시 중구 남대문로 55, 프리즈마111 3층 (남대문로2가)",https://www.lijinclinic.com/,02-2039-3585
251,1776089862501,리퓨어피부과의원,"서울특별시 중랑구 면목로 319, 삼성종합프라자 2층 우측호 (면목동)",http://www.repure.kr/2013/,02-466-9033
255,1776089862518,마리앤라인의원,"서울특별시 종로구 대학로 130, 5층 (동숭동)",http://www.doctormarie.co.kr,02-718-8000
256,1776089862521,마이닥터의원,"서울특별시 동작구 사당로14길 13, 골든빌딩 2층 (사당동)",http://www.mydrclinic.co.kr/,02-522-1020
257,1776089862524,마이디피부과의원,"서울특별시 은평구 연서로 146, (대조동, 3층)",http://www.mydskin.co.kr/,02-355-5533
258,1776089862525,마이디피부과의원이촌점,"서울특별시 용산구 이촌로 224, 302호 (이촌동, 리버뷰맨션)",http://www.myd-i.com/,02-790-7277
259,1776089862529,마이스킨피부과의원,"서울특별시 노원구 한글비석로 254, 205호 (중계동, 대명플라자)",,02-938-0070
260,1776089862533,마인드피부과의원,"서울특별시 마포구 양화로18길 3, 3층 (동교동, 삼양세븐스프링스)",https://mindskin.co.kr/,02-333-3133
261,1776089862536,마포공덕에스앤유피부과의원,"서울특별시 마포구 백범로 178, 마포신영지웰 2층 B204(일부),205,206,207호 (공덕동)",https://www.allskin.co.kr/,02-706-5250
262,1776089862537,마포늘푸른의원,"서울특별시 마포구 대흥로24길 24, 마포프레스티지자이 상가A동 2층 208~209호 (염리동)",,02-717-7553
263,1776089862538,마포의료복지사회적협동조합 무지개의원,"서울특별시 마포구 월드컵로 80, 7층 (서교동, 아침뜨락빌딩)",,02-326-0611
264,1776089862541,맑고고운의원,"서울특별시 양천구 목동서로 35, 목동프라자 5층 502호 (목동)",http://purebeautyclinic.co.kr/,02-6952-6966
265,1776089862542,맑은문피부과의원,"서울특별시 중구 퇴계로 447, 3층 314,315,316호 (황학동, 황학아크로타워)",http://www.clearmoon.co.kr/,02-436-7575
266,1776089862546,맑은성모피부과의원,"서울특별시 중구 동호로 189, (신당동, 톰캣프라자)",http://www.clearmary.com/,02-2231-5382
267,1776089862547,맑은성심피부과의원,"서울특별시 중랑구 용마산로 503, 3층 (망우동)",http://www.pureheart.kr/,02-437-6152
268,1776089862549,맑은수의원,"서울특별시 은평구 서오릉로 134, 메디칼 2층 (대조동)",,02-382-3399
269,1776089862551,맑은연세의원,"서울특별시 송파구 송파대로 422, (송파동, 안흥빌딩 2층 2호`)",http://www.pureysclinic.co.kr/,02-413-8251
270,1776089862555,맑은피부과의원,"서울특별시 중랑구 봉화산로 194, 신아타운 709호 (신내동)",,3421-7600
271,1776089862556,맑을아 의원,"서울특별시 노원구 노해로81길 5-6, 노원스퀘어 3층 (상계동)",,02-930-9302
272,1776089862557,망우이지함피부과의원,"서울특별시 중랑구 망우로 422, 4층 (망우동)",,070-7715-2576
273,1776089862563,맥스웰피부과의원,"서울특별시 종로구 종로 33, 그랑서울 601호 일부호 (청진동)",https://jongno.maxwellhair.com/,02-6930-5824
274,1776089862572,메디코스의원,"서울특별시 중구 명동7가길 20, 4~5층 (을지로2가)",,2118-6262
275,1776089862582,메이린의원,"서울특별시 송파구 올림픽로 240, 롯데호텔월드 지하1층 일부호 (잠실동)",https://maylin.co.kr/jamsillottehotel/,02-2143-1016
276,1776089862583,메이린의원,"서울특별시 성동구 아차산로 74, SHENB 타워 3층 (성수동2가)",https://maylin.co.kr/seongsu/,02-6457-0101
277,1776089862585,메이비의원,"서울특별시 양천구 목동동로 233-1, 드림타워 201,202호 (목동)",http://www.maybeclinic.co.kr/,02-2655-2540
278,1776089862587,메이의원,"서울특별시 중구 명동8길 14, 3층 (명동2가)",,02-2298-2312
279,1776089862594,메이퓨어의원,"서울특별시 양천구 목동동로 293, 현대41타워 지하1층 B-01-2호 (목동)",https://www.maypureclinic.com/mokdong,02-2649-9960
280,1776089862595,메이퓨어의원,"서울특별시 성동구 왕십리로 326, 세신빌딩 14층 (도선동)",https://www.maypureclinic.com/wangsimni,02-2296-5628
281,1776089862596,메이퓨어의원,"서울특별시 송파구 송파대로 438, 4층 (송파동)",,02-423-6601
282,1776089862597,메이퓨어의원,"서울특별시 마포구 월드컵북로2길 57, 5층 501호 (동교동)",https://www.maypureclinic.com/hongdae-entrance,02-3141-9979
283,1776089862599,메이퓨어의원,"서울특별시 노원구 중계로 201, 오성프라자 4층 (중계동)",https://www.maypureclinic.com/junggye-eunhaeng-sageori,0000-0000
284,1776089862600,메이퓨어의원,"서울특별시 중구 세종대로11길 42, 부림빌딩 501,502호 (서소문동)",https://www.maypureclinic.com/city-hall-station,02-774-7774
285,1776089862606,멘드의원,"서울특별시 용산구 독서당로 70, 현대리버티하우스 305호 (한남동)",http://mendclinic.kr/,02-595-5110
286,1776089862608,멜로우피부과의원,"서울특별시 도봉구 마들로13길 61, B103-2호, 301-3호 (창동)",https://www.doctormellow.com/,02-6077-8811
287,1776089862612,명동2호점데이뷰의원,"서울특별시 중구 남대문로 84, 지하1층 (남대문로2가)",,02-6261-4090
288,1776089862613,명동2호점밴스의원,"서울특별시 중구 퇴계로 109, 4,5,7층 (충무로1가)",https://myeongdong2.vandsclinic.co.kr/,02-6956-5113
289,1776089862614,명동고운세상피부과의원,"서울특별시 중구 퇴계로 131, 3층 308~311호 (충무로2가, 신일빌딩)",http://www.beautyforever.co.kr,02-755-5411
290,1776089862615,명동닥터에버스의원,"서울특별시 중구 퇴계로 131, 신일빌딩 5,6층 (충무로2가)",https://evers.co.kr/,02-318-2010
291,1776089862616,명동리더스피부과의원,"서울특별시 중구 퇴계로 72, 지하1층 116호 (회현동1가, 리더스뷰남산)",http://www.beautyleader.co.kr,02-6677-1945
292,1776089862617,명동리베리의원,"서울특별시 중구 명동10길 58, 신일빌딩별관 201,301호 (충무로2가)",https://reberryclinic.com/,02-2088-7070
293,1776089862618,명동미소유의원,"서울특별시 중구 퇴계로 45, 남일물산 203호 (남창동)",,02-776-0406
294,1776089862619,명동벤자민피부과의원,"서울특별시 중구 남대문로 90, 세미콜론명동 15층 (남대문로2가)",https://benjaminclinicmd.com,02-6272-7007
295,1776089862620,명동뷰티온의원,"서울특별시 중구 남대문로 90, 세미콜론명동 16층 (남대문로2가)",https://myeongdong.beautyon.co.kr/,02-6956-7255
296,1776089862621,명동비엘에스의원,"서울특별시 중구 명동8가길 11, 이화빌딩(명동) 5~6층 (충무로2가)",https://www.blsclinic7.com/,02-310-9968
297,1776089862622,명동아이디의원,"서울특별시 중구 남대문로 90, 세미콜론명동 18,19층 (남대문로2가)",https://md.idclinic.co.kr/,02-2088-8678
298,1776089862623,명동점라라의원,"서울특별시 중구 남대문로 68, 5층 (명동2가)",http://myeongdonglala.co.kr/,02-318-7944
299,1776089862624,명동플랜에스의원,"서울특별시 중구 명동8나길 7, 3~5층 (충무로1가)",https://md.plansclinic.com,1877-3608
300,1776089862628,모내가의원,"서울특별시 송파구 석촌호수로 82, 2층 202호 (잠실동)",,02-441-5353
301,1776089862643,모믈88의원,"서울특별시 마포구 신촌로16길 34, 2층 (노고산동)",,02-325-4088
302,1776089862660,모차르트성형외과의원,"서울특별시 용산구 한강대로 69, 업무동 7층 701-7호 (한강로2가, 용산푸르지오써밋)",,02-797-7707
303,1776089862664,목동고운세상피부과의원,"서울특별시 양천구 오목로 281, 1층 (목동)",http://www.beautyforever.co.kr,02-2607-4378
304,1776089862665,목동깨비365의원,"서울특별시 양천구 목동중앙북로4길 6, 1층 (목동)",,02-2138-0031
305,1776089862666,목동닥터스피부과의원,"서울특별시 양천구 신목로 88, 5,6(일부)층 601호 (신정동)",,02-6953-1775
306,1776089862667,목동리뉴의원,"서울특별시 양천구 등촌로 32, 목동 태영프라자 9층 (목동)",,02-2652-0575
307,1776089862668,목동리더스피부과의원,"서울특별시 양천구 오목로 299, 목동트라팰리스 이스턴에비뉴 가로변상가 703,704호 (목동)",,02-2605-2700
308,1776089862669,목동미소가인피부과의원,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 5층 (목동)",http://www.misogain.co.kr/intro/mokdong/index.jsp,02-2643-9900
309,1776089862670,목동사이렌의원,"서울특별시 양천구 등촌로 2, 202호 (목동)",,02-2644-5572
310,1776089862671,목동연세앤의원,"서울특별시 양천구 중앙로 253, 3층 (신정동)",,02-2607-2221
311,1776089862673,목동톡스앤필의원,"서울특별시 양천구 신정중앙로 103, 4층 (신정동)",https://www.toxnfill41.com/,02-2692-1131
312,1776089862681,뮤즈의원,"서울특별시 마포구 서강로 136, 아이비타워 7층 (노고산동)",http://sinchon.museclinic.co.kr/,02-2138-0991
313,1776089862682,뮤즈의원,"서울특별시 중구 퇴계로 97, 고려대연각타워 3층 301호,302호 (충무로1가)",https://myeongdong.museclinic.co.kr/,02-754-5599
314,1776089862683,뮤토엘성형외과의원,"서울특별시 용산구 한강대로23길 25, 로카우스 호텔 지1층 3호 (한강로3가)",https://www.mutoelps.com/,02-2138-2805
315,1776089862685,미다스의원,"서울특별시 용산구 새창로 217, 용산토투밸리 2층 (한강로2가)",,02-794-3019
316,1776089862688,미드림피부과의원,"서울특별시 성동구 왕십리로 309, 304호 (행당동, 왕십리역이스타빌 )",,02-2292-7700
317,1776089862689,미라벨의원,"서울특별시 중구 동호로 163, 3층 301호 (신당동)",https://www.mirabelclinic.co.kr/,02-2038-0070
318,1776089862691,미라클의원,"서울특별시 송파구 송파대로 381, (석촌동, 5층)",,02-416-7582
319,1776089862692,미래365연합의원,"서울특별시 양천구 곰달래로5길 17, 신월프라자 103,104,105,109호 (신월동)",,02-2699-8110
320,1776089862694,미래의원,"서울특별시 동대문구 왕산로 20, 3층 (신설동)",,02-929-3200
321,1776089862696,미래의원,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",,02-900-4255
